"Name","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Rating","log_JP_Sales","log_Other_Sales","sqrt_Critic_Count","log_User_Count","length_Name","length_Publisher","new_platform","yearI","yearII","is_important_genre","is_important_platform"
"Clive Barker's Jericho","2007","Shooter","Codemasters",0.01,63,7.5,"M",0,0,5,5.3890717298165,4,1,"PC","5","2","1","0"
"SimCity 2000","1994","Simulation","Sega",0.28,70,7.6,"Unknown",0.246860077931526,0,4.12310562561766,3.04452243772342,2,1,"others","2","1","0","0"
"Frank Thomas Big Hurt Baseball","1996","Sports","Acclaim Entertainment",0.14,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622,5,2,"PS","3","1","1","1"
"NHL FaceOff 2003","2002","Sports","Sony Computer Entertainment",0.23,55,7.4,"E",0,0.0295588022415444,4.47213595499958,2.83321334405622,3,3,"PS","4","2","1","1"
"Monster Hunter Frontier Online","2010","Role-Playing","Capcom",0.13,74,7.9,"Unknown",0.122217632724249,0,5.47722557505166,3.96081316959758,4,1,"XB","5","2","0","1"
"NCAA Football 2005","2004","Sports","Electronic Arts",0.22,88,9,"E",0,0.00995033085316809,4.24264068711928,1.79175946922805,3,2,"GC","4","2","1","0"
"Greg Hastings' Tournament Paintball","2004","Shooter","Activision",0.54,74,9.2,"T",0,0.0198026272961797,3.3166247903554,3.76120011569356,4,1,"XB","4","2","1","1"
"Dave Mirra Freestyle BMX 2","2001","Sports","Acclaim Entertainment",1.38,81,8.1,"T",0,0.165514438477573,4.58257569495584,2.94443897916644,5,2,"PS","4","2","1","1"
"DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun","2007","Misc","Shogakukan",0.1,68.5,7,"Unknown",0.0953101798043249,0,4.12310562561766,2.63905732961526,9,1,"DS","5","2","0","0"
"Deadly Duck","1981","Shooter","20th Century Fox Video Games",0.22,73,7.4,"Unknown",0,0,5.65685424949238,4.14313472639153,2,5,"2600","0","0","1","1"
"LEGO Harry Potter: Years 1-4","2010","Action","Warner Bros. Interactive Entertainment",1.55,79,8,"E10+",0,0.131028262406404,7.61577310586391,4.14313472639153,6,4,"XB","5","2","1","1"
"Deadliest Catch: Alaskan Storm","2008","Sports","Navarre Corp",0.05,56,5.9,"T",0,0,3.74165738677394,2.77258872223978,4,2,"XB","5","2","1","1"
"NBA 2K12","2011","Sports","Take-Two Interactive",0.34,75,6.8,"E",0,0.0198026272961797,4.24264068711928,1.94591014905531,2,3,"Wii","6","3","1","1"
"Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen","2012","Action","Namco Bandai Games",0.06,68,7.4,"Unknown",0.0582689081239758,0,4.69041575982343,3.29583686600433,6,3,"PS","6","3","1","1"
"Need for Speed: ProStreet","2007","Racing","Electronic Arts",0.12,74,7.4,"E",0,0.00995033085316809,2.82842712474619,2.39789527279837,4,2,"DS","5","2","0","0"
"Conflict: Desert Storm","2003","Shooter","SCi",0.08,62,8.4,"T",0,0,4.35889894354067,2.63905732961526,3,1,"GC","4","2","1","0"
"Alundra","1997","Role-Playing","Psygnosis",0.23,86,9,"T",0,0.00995033085316809,3,3.73766961828337,1,1,"PS","3","1","0","1"
"Tekken 6","2009","Fighting","Namco Bandai Games",0.32,82,8.2,"T",0.0953101798043249,0.0295588022415444,6.2449979983984,4.23410650459726,2,3,"PS","5","2","1","1"
"Brunswick Circuit Pro Bowling","1999","Sports","THQ",0.06,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622,4,1,"DS","3","1","1","0"
"Sherlock Holmes and the Mystery of Osborne House","2010","Adventure","Focus Home Interactive",0.23,48,7.5,"E10+",0,0.0295588022415444,3.3166247903554,2.77258872223978,8,3,"DS","5","2","0","0"
"Apex","2003","Racing","Atari",0.14,74,9.1,"E",0,0,5.09901951359278,2.07944154167984,1,1,"XB","4","2","0","1"
"WWE SmackDown vs. Raw 2010","2009","Fighting","THQ",1.07,72,7.7,"T",0,0.431782416425538,4.89897948556636,3.46573590279973,5,1,"PS","5","2","1","1"
"Grandia Xtreme","2002","Role-Playing","Enix Corporation",0.38,68,6.5,"T",0.22314355131421,0.0198026272961797,4,2.77258872223978,2,2,"PS","4","2","0","1"
"One Piece: Unlimited Adventure","2007","Adventure","Namco Bandai Games",0.19,67,8.5,"T",0.104360015324243,0.00995033085316809,4.12310562561766,3.49650756146648,4,3,"Wii","5","2","0","1"
"Etrian Odyssey III: The Drowned City","2010","Role-Playing","Atlus",0.31,77,8,"E10+",0.173953307123438,0.00995033085316809,4.79583152331272,3.09104245335832,6,1,"DS","5","2","0","0"
"Turok: Evolution","2002","Shooter","Acclaim Entertainment",0.12,72,7,"T",0,0,2.82842712474619,1.79175946922805,2,2,"GB","4","2","1","1"
"Red Faction II","2002","Shooter","THQ",1.5,84,8.3,"M",0,0.207014169384326,5.47722557505166,3.58351893845611,3,1,"PS","4","2","1","1"
"Pirates: Legend of the Black Buccaneer","2006","Adventure","10TACLE Studios",0.02,42,7,"T",0,0,2,1.79175946922805,6,2,"PS","5","2","0","1"
"LEGO Star Wars: The Video Game","2005","Action","Eidos Interactive",3.53,68,7.4,"Unknown",0.00995033085316809,0.343589704390077,4.69041575982343,3.29583686600433,6,2,"PS","4","2","1","1"
"Metal Gear Solid V: The Definitive Experience","2016","Action","Konami Digital Entertainment",0.04,68,7.8,"M",0.00995033085316809,0,4.69041575982343,2.484906649788,7,3,"PS","7","3","1","1"
"Patapon 2","2008","Misc","Sony Computer Entertainment",0.1,81,8.3,"E",0.0582689081239758,0.00995033085316809,7,4.14313472639153,2,3,"PS","5","2","0","1"
"Imagine: Salon Stylist","2009","Simulation","Ubisoft",0.37,70,7.6,"E",0,0.0295588022415444,4.12310562561766,3.04452243772342,3,1,"DS","5","2","0","0"
"Cardfight!! Vanguard: Lock On Victory!!","2014","Misc","FuRyu",0.07,68.5,7,"Unknown",0.0676586484738149,0,4.12310562561766,2.63905732961526,5,1,"DS","6","3","0","0"
"Hakuouki Portable","2009","Adventure","Idea Factory",0.1,66,7.5,"Unknown",0.0953101798043249,0,4,2.77258872223978,2,2,"PS","5","2","0","1"
"Tsuyo Kiss 3 Portable","2012","Action","NetRevo",0.01,68,7.4,"Unknown",0.00995033085316809,0,4.69041575982343,3.29583686600433,4,1,"PS","6","3","1","1"
"Disney Infinity","2013","Action","Disney Interactive Studios",0.97,75,5.9,"E10+",0,0.148420005118273,4.58257569495584,3.87120101090789,2,3,"PS","6","3","1","1"
"Valentino Rossi: The Game","2016","Racing","Namco Bandai Games",0.03,74,8.1,"E",0,0,2.23606797749979,2.07944154167984,4,3,"XB","7","3","0","1"
"FIFA Soccer 10","2009","Sports","Electronic Arts",0.05,72,3.8,"E",0,0.00995033085316809,3.74165738677394,4.0943445622221,3,2,"PC","5","2","1","0"
"Enemy Front","2014","Shooter","Namco Bandai Games",0.04,35,5.8,"M",0,0,2.82842712474619,4.36944785246702,2,3,"XB","6","3","1","1"
"Gal*Gun","2011","Shooter","Alchemist",0.04,73,7.4,"Unknown",0.0392207131532813,0,5.65685424949238,4.14313472639153,2,1,"XB","6","3","1","1"
"Heavenly Guardian","2007","Shooter","505 Games",0.07,73,7.4,"E",0,0,5.65685424949238,4.14313472639153,2,2,"Wii","5","2","1","1"
"WTA Tour Tennis","2002","Sports","Konami Digital Entertainment",0.01,75,7.4,"E",0,0,4.24264068711928,2.83321334405622,3,3,"XB","4","2","1","1"
"NHL 2004","2003","Sports","Electronic Arts",0.1,85,8.4,"E",0,0,4.24264068711928,2.07944154167984,2,2,"GC","4","2","1","0"
"Backyard Sports: Sandlot Sluggers","2010","Sports","Atari",0.09,75,3.8,"E",0,0.00995033085316809,4.24264068711928,1.6094379124341,4,1,"XB","5","2","1","1"
"Tak: The Great Juju Challenge","2005","Platform","THQ",0.15,75,9.3,"E",0,0,4.12310562561766,1.6094379124341,5,1,"GC","4","2","1","0"
"Shrek","2001","Platform","TDK Mediactive",0.36,49,5.4,"T",0,0.00995033085316809,4.35889894354067,2.30258509299405,1,2,"XB","4","2","1","1"
"Pop'n TwinBee: Rainbow Bell Adventure","1993","Platform","Konami Digital Entertainment",0.06,69,7.7,"Unknown",0.0582689081239758,0,4.12310562561766,3.13549421592915,6,3,"DS","2","1","1","0"
"Ener-G Horse Riders","2008","Sports","Ubisoft",0.16,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622,4,1,"DS","5","2","1","0"
"Fable: The Lost Chapters","2005","Role-Playing","Microsoft Game Studios",0.07,83,8.7,"M",0,0.00995033085316809,7.34846922834953,6.19440539110467,4,3,"PC","4","2","0","0"
"Imagine: Party Babyz","2008","Simulation","Ubisoft",0.37,70,6.1,"E",0,0.0295588022415444,4.12310562561766,2.94443897916644,3,1,"Wii","5","2","0","1"
"F1 Pole Position 64","1997","Racing","Ubisoft",0.25,69,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.89037175789616,4,1,"DS","3","1","0","0"
"PGR3 - Project Gotham Racing 3","2005","Racing","Microsoft Game Studios",0.6,69,7.4,"Unknown",0.0295588022415444,0.048790164169432,4.24264068711928,2.89037175789616,5,3,"XB","4","2","0","1"
"Tactics Layer: Ritina Guard Senki","2009","Strategy","D3Publisher",0.01,74,7.9,"Unknown",0.00995033085316809,0,4.89897948556636,3.59731226058845,5,1,"DS","5","2","0","0"
"Sentou Kokka Air Land Battle","1995","Strategy","Sony Computer Entertainment",0.13,74,7.9,"Unknown",0.122217632724249,0.00995033085316809,4.89897948556636,3.59731226058845,5,3,"PS","2","1","0","1"
"NBA 2K13","2012","Sports","Take-Two Interactive",0.42,75,7.5,"E",0,0.0295588022415444,4.24264068711928,2.39789527279837,2,3,"Wii","6","3","1","1"
"100 Classic Books","2008","Misc","Nintendo",0.66,70,6,"Unknown",0,0.0198026272961797,2.64575131106459,2.56494935746154,3,1,"DS","5","2","0","0"
"Alien Syndrome","2007","Role-Playing","Sega",0.06,48,7.1,"T",0,0,4.89897948556636,3.17805383034795,2,1,"Wii","5","2","0","1"
"Tak 2: The Staff of Dreams","2004","Platform","THQ",0.13,73,7.7,"E",0,0,5,3.13549421592915,6,1,"XB","4","2","1","1"
"Tsuyo Kiss 2 Portable","2010","Adventure","NetRevo",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978,4,1,"PS","5","2","0","1"
"Capcom vs. SNK 2 EO","2003","Fighting","Capcom",0.1,80,8.7,"T",0,0,5.09901951359278,2.63905732961526,5,1,"XB","4","2","1","1"
"Discovery Kids: Spider Quest","2009","Misc","505 Games",0.08,68.5,7,"E",0,0.00995033085316809,4.12310562561766,2.63905732961526,4,2,"DS","5","2","0","0"
"Singstar: Ultimate Party","2014","Misc","Sony Computer Entertainment Europe",0.19,47,4.1,"Unknown",0,0.0295588022415444,4.35889894354067,2.94443897916644,3,4,"PS","6","3","0","1"
"Toki no Kizuna: Sekigahara Kitan","2012","Action","Idea Factory",0.04,68,7.4,"Unknown",0.0392207131532813,0,4.69041575982343,3.29583686600433,5,2,"PS","6","3","1","1"
"Hotel for Dogs","2008","Simulation","505 Games",0.23,70,7.6,"E",0,0.0198026272961797,4.12310562561766,3.04452243772342,3,2,"DS","5","2","0","0"
"Metroid Prime","2002","Shooter","Nintendo",2.82,97,9.3,"T",0.0953101798043249,0.0861776962410524,8.36660026534076,6.61740297797448,2,1,"GC","4","2","1","0"
"Disney Infinity 3.0","2015","Action","Disney Interactive Studios",0.46,68,7.4,"Unknown",0,0.0392207131532813,4.69041575982343,3.29583686600433,4,3,"Wii","6","3","1","1"
"SSX Blur","2007","Sports","Electronic Arts",0.33,74,8.1,"E",0,0.0295588022415444,7.21110255092798,4.11087386417331,2,2,"Wii","5","2","1","1"
"MLB 2000","1999","Sports","Sony Computer Entertainment",0.94,75,7.4,"Unknown",0,0.0582689081239758,4.24264068711928,2.83321334405622,2,3,"PS","3","1","1","1"
"Kekkaishi: Karasumori Ayakashi Kidan","2007","Action","Namco Bandai Games",0.17,68,7.4,"Unknown",0.157003748809665,0,4.69041575982343,3.29583686600433,4,3,"DS","5","2","1","0"
"Alter Echo","2003","Shooter","THQ",0.05,62,7.4,"T",0,0,4.89897948556636,4.14313472639153,2,1,"XB","4","2","1","1"
"Battlestations: Pacific","2009","Strategy","Eidos Interactive",0.32,76,7.4,"T",0.00995033085316809,0.0295588022415444,6.92820323027551,3.73766961828337,2,2,"XB","5","2","0","1"
"My French Coach","2007","Misc","Ubisoft",0.17,68.5,7,"E",0,0.00995033085316809,4.12310562561766,2.63905732961526,3,1,"DS","5","2","0","0"
"Charlie and the Chocolate Factory","2005","Adventure","Global Star",0.18,39,3.2,"E",0,0,4,1.94591014905531,5,2,"GC","4","2","0","0"
"Suzuki Super-Bikes II: Riding Challenge","2008","Racing","Valcon Games",0.05,69,7.4,"E",0,0,4.24264068711928,2.89037175789616,6,2,"DS","5","2","0","0"
"Vampire Moon: The Mystery of the Hidden Sun","2010","Adventure","City Interactive",0.13,50,7.5,"E",0,0.00995033085316809,2.82842712474619,2.77258872223978,8,2,"DS","5","2","0","0"
"Gauntlet: Dark Legacy","2001","Action","Midway Games",1.15,73,8.3,"T",0,0.139761942375159,3.87298334620742,3.43398720448515,3,2,"PS","4","2","1","1"
"Utawarerumono: Itsuwari no Kamen","2015","Adventure","Aqua Plus",0.05,66,7.5,"Unknown",0.048790164169432,0,4,2.77258872223978,4,2,"PS","6","3","0","1"
"Petz: Hamsterz Life 2","2007","Misc","Ubisoft",0.01,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,4,1,"GB","5","2","0","1"
"Spyro Orange: The Cortex Conspiracy","2004","Action","Vivendi Games",0.57,60,7,"E",0,0.00995033085316809,5,2.56494935746154,5,2,"GB","4","2","1","1"
"OK! Puzzle Stars","2010","Puzzle","Ubisoft",0.06,70,7.5,"Unknown",0,0.00995033085316809,3.74165738677394,2.484906649788,3,1,"DS","5","2","0","0"
"Skylanders Giants","2012","Action","Activision",0.37,80,6.9,"E10+",0,0.0295588022415444,2.82842712474619,3.13549421592915,2,1,"Wii","6","3","1","1"
"Hitman (2016)","2016","Action","Square Enix",0.01,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433,2,2,"XB","7","3","1","1"
"Bunmei Kaika: Aoiza Ibunroku Saien","2012","Action","FuRyu",0.01,68,7.4,"Unknown",0.00995033085316809,0,4.69041575982343,3.29583686600433,5,1,"PS","6","3","1","1"
"ESPN NHL Hockey","2003","Sports","Sega",0.23,90,7,"E",0,0.0295588022415444,4.35889894354067,3.13549421592915,3,1,"PS","4","2","1","1"
"Boogie","2007","Misc","Electronic Arts",0.49,57,5.3,"E10+",0,0.0392207131532813,6.08276253029822,4.00733318523247,1,2,"Wii","5","2","0","1"
"All-Star Baseball 2002","2001","Sports","Acclaim Entertainment",0.56,77,7.6,"E",0,0.0676586484738149,4,2.19722457733622,4,2,"PS","4","2","1","1"
"Bejeweled 3","2010","Puzzle","PopCap Games",0.08,82,8.1,"E",0,0.00995033085316809,5.19615242270663,4.46590811865458,2,2,"PC","5","2","0","0"
"SoulLink Extension","2006","Adventure","Interchannel",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978,2,1,"PS","5","2","0","1"
"Dante's Inferno","2010","Action","Electronic Arts",0.19,70,8.1,"M",0.00995033085316809,0.0198026272961797,3.74165738677394,3.85014760171006,3,2,"PS","5","2","1","1"
"Samurai Shodown Anthology","2008","Fighting","Ignition Entertainment",0.06,74,8.2,"T",0,0,2.44948974278318,1.79175946922805,3,2,"Wii","5","2","1","1"
"Illusion of Gaia","1993","Role-Playing","Nintendo",0.13,74,7.9,"Unknown",0.122217632724249,0,5.47722557505166,3.96081316959758,3,1,"DS","2","1","0","0"
"Samurai Jack: The Shadow of Aku","2004","Action","Sega",0.02,59,7.4,"T",0,0,4.12310562561766,3.29583686600433,6,1,"GC","4","2","1","0"
"Imagine: Artist","2009","Misc","Ubisoft",0.05,68.5,7,"E",0,0,4.12310562561766,2.63905732961526,2,1,"DS","5","2","0","0"
"Cars: Race-O-Rama","2009","Racing","THQ",0.15,54,5.8,"E",0,0.00995033085316809,2.82842712474619,1.79175946922805,4,1,"XB","5","2","0","1"
"NPPL: Championship Paintball 2009","2008","Shooter","Activision Value",0.12,44,7.3,"E10+",0,0.00995033085316809,3,2.30258509299405,4,2,"XB","5","2","1","1"
"Disney Sing It! High School Musical 3: Senior Year","2008","Misc","Disney Interactive Studios",0.45,68.5,7,"Unknown",0,0.29266961396282,4.12310562561766,2.63905732961526,9,3,"PS","5","2","0","1"
"Dr. Mario 64","2001","Puzzle","Nintendo",0.42,70,7.5,"Unknown",0,0,3.74165738677394,2.484906649788,3,1,"DS","4","2","0","0"
"Need For Speed: Undercover","2008","Racing","Electronic Arts",1.68,64,5.9,"T",0.00995033085316809,0.165514438477573,7.87400787401181,4.65396035015752,4,2,"XB","5","2","0","1"
"NBA Jam","2003","Sports","Acclaim Entertainment",0.14,68,9.1,"E",0,0,4.12310562561766,2.07944154167984,2,2,"XB","4","2","1","1"
"Yu-Gi-Oh! Destiny Board Traveler","2004","Misc","Konami Digital Entertainment",0.45,68.5,7,"Unknown",0,0.00995033085316809,4.12310562561766,2.63905732961526,6,3,"GB","4","2","0","1"
"Gran Turismo 5","2010","Racing","Sony Computer Entertainment",10.7,84,7.5,"E",0.593326845277734,1.13462272619114,9.05538513813742,7.01481435127554,3,3,"PS","5","2","0","1"
"Record of Agarest War Zero","N/A","Strategy","Ghostlight",0.12,50,6.7,"T",0.0295588022415444,0.00995033085316809,2.82842712474619,3.63758615972639,5,1,"PS","999","999","0","1"
"International Superstar Soccer Deluxe","1995","Sports","Konami Digital Entertainment",0.16,75,7.4,"Unknown",0.148420005118273,0,4.24264068711928,2.83321334405622,4,3,"DS","2","1","1","0"
"Blue Roses: Yousei to Aoi Hitomi no Senshitachi","2010","Adventure","Nippon Ichi Software",0.04,66,7.5,"Unknown",0.0392207131532813,0,4,2.77258872223978,8,3,"PS","5","2","0","1"
"Wave Race 64","1996","Racing","Nintendo",2.94,69,7.4,"Unknown",0.29266961396282,0.0392207131532813,4.24264068711928,2.89037175789616,3,1,"DS","3","1","0","0"
"Monster Jam: Path of Destruction","2010","Racing","Activision",0.12,69,5,"E",0,0.00995033085316809,4.24264068711928,1.6094379124341,5,1,"XB","5","2","0","1"
"Dance Dance Revolution: Hottest Party 3","2009","Simulation","Konami Digital Entertainment",0.44,66,8.2,"E10+",0,0.0392207131532813,2.23606797749979,1.79175946922805,6,3,"Wii","5","2","0","1"
"Legacy of Kain: Soul Reaver","N/A","Action","Eidos Interactive",1.04,91,9,"T",0,0.0676586484738149,4.12310562561766,4.89034912822175,5,2,"PS","999","999","1","1"
"Sly Cooper and the Thievius Raccoonus","2002","Platform","Sony Computer Entertainment",1.21,86,8.6,"E",0,0.0392207131532813,6.40312423743285,5.22035582507832,6,3,"PS","4","2","1","1"
"Cosmos Chaos!","2010","Misc","Mentor Interactive",0.06,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,2,2,"DS","5","2","0","0"
"Asteroids","1980","Shooter","Atari",4.31,73,7.4,"Unknown",0,0.048790164169432,5.65685424949238,4.14313472639153,1,1,"2600","0","0","1","1"
"Dance Dance Revolution: Hottest Party","2007","Simulation","Konami Digital Entertainment",2.07,73,7.1,"E10+",0,0.173953307123438,4,3.3322045101752,5,3,"Wii","5","2","0","1"
"July","1998","Adventure","Fortyfive",0.06,66,7.5,"Unknown",0.0582689081239758,0,4,2.77258872223978,1,1,"others","3","1","0","0"
"Monster Truck Madness 64","1999","Racing","Take-Two Interactive",0.3,69,7.4,"Unknown",0,0,4.24264068711928,2.89037175789616,4,3,"DS","3","1","0","0"
"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu","2012","Action","Sega",0.06,68,7.4,"Unknown",0.0582689081239758,0,4.69041575982343,3.29583686600433,12,1,"PS","6","3","1","1"
"Alien: Isolation","2014","Shooter","Sega",0.28,73,8.2,"M",0,0.0198026272961797,5.65685424949238,4.7361984483945,2,1,"XB","6","3","1","1"
"Medal of Honor: European Assault (weekly JP sales)","2005","Shooter","Electronic Arts",0.05,73,7.4,"Unknown",0.048790164169432,0,5.65685424949238,4.14313472639153,8,2,"PS","4","2","1","1"
"Halo: The Master Chief Collection","2014","Shooter","Microsoft Game Studios",3.23,85,7.2,"M",0.0295588022415444,0.254642218373581,8.30662386291807,7.14519613499717,5,3,"XB","6","3","1","1"
"Spawn: Armageddon","2003","Action","Electronic Arts",0.17,57,9.2,"M",0,0.00995033085316809,5.19615242270663,1.79175946922805,2,2,"XB","4","2","1","1"
"The Tale of Despereaux","2008","Platform","Brash Entertainment",0.04,69,7.7,"E10+",0,0,4.12310562561766,3.13549421592915,4,2,"Wii","5","2","1","1"
"Earth Defense Force 2025","2013","Shooter","D3Publisher",0.15,68,8.1,"M",0.048790164169432,0.00995033085316809,5,4.15888308335967,4,1,"XB","6","3","1","1"
"SpongeBob SquarePants: Lights, Camera, Pants!","2005","Misc","THQ",0.44,68.5,7,"Unknown",0,0.0582689081239758,4.12310562561766,2.63905732961526,5,1,"PS","4","2","0","1"
"Test Drive Unlimited","2006","Racing","Atari",0.32,82,8,"E10+",0.0198026272961797,0.0198026272961797,8.30662386291807,4.46590811865458,3,1,"XB","5","2","0","1"
"Neopets Puzzle Adventure","2008","Puzzle","Capcom",0.29,70,7.5,"E",0,0.0198026272961797,3.46410161513775,2.484906649788,3,1,"DS","5","2","0","0"
"Soldier of Fortune II: Double Helix","2003","Shooter","Activision",0.23,61,6.5,"M",0,0.00995033085316809,5.09901951359278,2.63905732961526,6,1,"XB","4","2","1","1"
"Stronghold 2 Deluxe","2005","Strategy","Take-Two Interactive",0.02,74,7.9,"Unknown",0,0,4.89897948556636,3.59731226058845,3,3,"PC","4","2","0","0"
"Chaos;Child","2015","Adventure","5pb",0.05,66,7.5,"Unknown",0.048790164169432,0,4,2.77258872223978,2,1,"PS","6","3","0","1"
"Tokyo Beat Down","2008","Action","Success",0.07,56,7.4,"T",0,0,4.79583152331272,3.29583686600433,3,1,"DS","5","2","1","0"
