"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"FIFA Soccer 10","PC","2009","Sports","Electronic Arts",0,0.04,0,0.01,0.05,72,14,"3.8",59,"EA Sports","E"
"Enemy Front","X360","2014","Shooter","Namco Bandai Games",0.02,0.02,0,0,0.04,35,8,"5.8",78,"CI Games","M"
"Gal*Gun","X360","2011","Shooter","Alchemist",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Heavenly Guardian","Wii","2007","Shooter","505 Games",0.06,0,0,0,0.07,NA,NA,"tbd",NA,"Starfish","E"
"WTA Tour Tennis","XB","2002","Sports","Konami Digital Entertainment",0.01,0,0,0,0.01,NA,NA,"tbd",NA,"Konami","E"
"NHL 2004","GC","2003","Sports","Electronic Arts",0.08,0.02,0,0,0.1,85,18,"8.4",7,"EA Sports","E"
"Backyard Sports: Sandlot Sluggers","X360","2010","Sports","Atari",0.09,0,0,0.01,0.09,NA,NA,"3.8",4,"HB Studios Multimedia","E"
"Tak: The Great Juju Challenge","GC","2005","Platform","THQ",0.12,0.03,0,0,0.15,75,17,"9.3",4,"Avalanche Software","E"
"Shrek","XB","2001","Platform","TDK Mediactive",0.25,0.1,0,0.01,0.36,49,19,"5.4",9,"Digital Illusions","T"
"Pop'n TwinBee: Rainbow Bell Adventure","SNES","1993","Platform","Konami Digital Entertainment",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Ener-G Horse Riders","DS","2008","Sports","Ubisoft",0.14,0.01,0,0.01,0.16,NA,NA,"tbd",NA,"Lexis Numerique","E"
"Fable: The Lost Chapters","PC","2005","Role-Playing","Microsoft Game Studios",0.01,0.05,0,0.01,0.07,83,54,"8.7",489,"Lionhead Studios","M"
"Imagine: Party Babyz","Wii","2008","Simulation","Ubisoft",0.33,0.02,0,0.03,0.37,NA,NA,"6.1",18,"Ubisoft","E"
"F1 Pole Position 64","N64","1997","Racing","Ubisoft",0.11,0.13,0,0.01,0.25,NA,NA,"",NA,"",""
"PGR3 - Project Gotham Racing 3","X360","2005","Racing","Microsoft Game Studios",0.49,0.03,0.03,0.05,0.6,NA,NA,"",NA,"",""
"Tactics Layer: Ritina Guard Senki","DS","2009","Strategy","D3Publisher",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Sentou Kokka Air Land Battle","PS","1995","Strategy","Sony Computer Entertainment",0,0,0.13,0.01,0.13,NA,NA,"",NA,"",""
"NBA 2K13","Wii","2012","Sports","Take-Two Interactive",0.36,0.03,0,0.03,0.42,NA,NA,"7.5",10,"Virtuos","E"
"100 Classic Books","DS","2008","Misc","Nintendo",0.12,0.52,0,0.02,0.66,70,7,"6",12,"Genius Sonority Inc.",""
"Alien Syndrome","Wii","2007","Role-Playing","Sega",0.05,0,0,0,0.06,48,24,"7.1",23,"Totally Games","T"
"Tak 2: The Staff of Dreams","XB","2004","Platform","THQ",0.1,0.03,0,0,0.13,73,25,"tbd",NA,"Avalanche Software","E"
"Tsuyo Kiss 2 Portable","PSP","2010","Adventure","NetRevo",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Capcom vs. SNK 2 EO","XB","2003","Fighting","Capcom",0.08,0.02,0,0,0.1,80,26,"8.7",13,"Capcom","T"
"Discovery Kids: Spider Quest","DS","2009","Misc","505 Games",0.07,0,0,0.01,0.08,NA,NA,"tbd",NA,"505 Games","E"
"Singstar: Ultimate Party","PS4","2014","Misc","Sony Computer Entertainment Europe",0,0.16,0,0.03,0.19,47,19,"4.1",18,"SCEE",""
"Toki no Kizuna: Sekigahara Kitan","PSP","2012","Action","Idea Factory",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Hotel for Dogs","DS","2008","Simulation","505 Games",0.22,0,0,0.02,0.23,NA,NA,"tbd",NA,"505 Games","E"
"Metroid Prime","GC","2002","Shooter","Nintendo",1.96,0.67,0.1,0.09,2.82,97,70,"9.3",747,"Retro Studios","T"
"Disney Infinity 3.0","WiiU","2015","Action","Disney Interactive Studios",0.21,0.21,0,0.04,0.46,NA,NA,"",NA,"",""
"SSX Blur","Wii","2007","Sports","Electronic Arts",0.29,0.01,0,0.03,0.33,74,52,"8.1",60,"EA Montreal","E"
"MLB 2000","PS","1999","Sports","Sony Computer Entertainment",0.52,0.35,0,0.06,0.94,NA,NA,"",NA,"",""
"Kekkaishi: Karasumori Ayakashi Kidan","DS","2007","Action","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"Alter Echo","XB","2003","Shooter","THQ",0.04,0.01,0,0,0.05,62,24,"tbd",NA,"Outrage Games","T"
"Battlestations: Pacific","X360","2009","Strategy","Eidos Interactive",0.17,0.11,0.01,0.03,0.32,76,48,"7.4",41,"Eidos Interactive","T"
"My French Coach","DS","2007","Misc","Ubisoft",0.14,0.01,0,0.01,0.17,NA,NA,"tbd",NA,"Ubisoft","E"
"Charlie and the Chocolate Factory","GC","2005","Adventure","Global Star",0.14,0.04,0,0,0.18,39,16,"3.2",6,"High Voltage Software, Backbone Entertainment","E"
"Suzuki Super-Bikes II: Riding Challenge","DS","2008","Racing","Valcon Games",0.05,0,0,0,0.05,NA,NA,"tbd",NA,"Kuju Entertainment","E"
"Vampire Moon: The Mystery of the Hidden Sun","DS","2010","Adventure","City Interactive",0.12,0.01,0,0.01,0.13,50,8,"tbd",NA,"City Interactive","E"
"Gauntlet: Dark Legacy","PS2","2001","Action","Midway Games",0.56,0.44,0,0.15,1.15,73,15,"8.3",30,"Midway","T"
"Utawarerumono: Itsuwari no Kamen","PS3","2015","Adventure","Aqua Plus",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Petz: Hamsterz Life 2","GBA","2007","Misc","Ubisoft",0.01,0,0,0,0.01,NA,NA,"",NA,"",""
"Spyro Orange: The Cortex Conspiracy","GBA","2004","Action","Vivendi Games",0.41,0.15,0,0.01,0.57,60,25,"7",12,"Vicarious Visions","E"
"OK! Puzzle Stars","DS","2010","Puzzle","Ubisoft",0,0.06,0,0.01,0.06,NA,NA,"",NA,"",""
"Skylanders Giants","WiiU","2012","Action","Activision",0.22,0.12,0,0.03,0.37,80,8,"6.9",22,"Vicarious Visions","E10+"
"Hitman (2016)","XOne","2016","Action","Square Enix",0,0.01,0,0,0.01,NA,NA,"",NA,"",""
"Bunmei Kaika: Aoiza Ibunroku Saien","PSP","2012","Action","FuRyu",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"ESPN NHL Hockey","PS2","2003","Sports","Sega",0.11,0.09,0,0.03,0.23,90,19,"7",22,"Kush Games","E"
"Boogie","Wii","2007","Misc","Electronic Arts",0.43,0.03,0,0.04,0.49,57,37,"5.3",54,"EA Montreal","E10+"
"All-Star Baseball 2002","PS2","2001","Sports","Acclaim Entertainment",0.27,0.21,0,0.07,0.56,77,16,"7.6",8,"Acclaim Studios Austin","E"
"Bejeweled 3","PC","2010","Puzzle","PopCap Games",0.02,0.05,0,0.01,0.08,82,27,"8.1",86,"PopCap","E"
"SoulLink Extension","PS2","2006","Adventure","Interchannel",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Dante's Inferno","PSP","2010","Action","Electronic Arts",0.12,0.03,0.01,0.02,0.19,70,14,"8.1",46,"Artificial Mind and Movement, EA Redwood Shores","M"
"Samurai Shodown Anthology","Wii","2008","Fighting","Ignition Entertainment",0.05,0,0,0,0.06,74,6,"8.2",5,"SNK Playmore","T"
"Illusion of Gaia","SNES","1993","Role-Playing","Nintendo",0,0,0.13,0,0.13,NA,NA,"",NA,"",""
"Samurai Jack: The Shadow of Aku","GC","2004","Action","Sega",0.01,0,0,0,0.02,59,17,"tbd",NA,"Adrenium","T"
"Imagine: Artist","DS","2009","Misc","Ubisoft",0.05,0,0,0,0.05,NA,NA,"tbd",NA,"Ubisoft","E"
"Cars: Race-O-Rama","X360","2009","Racing","THQ",0.14,0.01,0,0.01,0.15,54,8,"5.8",5,"Incinerator Games","E"
"NPPL: Championship Paintball 2009","X360","2008","Shooter","Activision Value",0.1,0.01,0,0.01,0.12,44,9,"7.3",9,"FUN Labs","E10+"
"Disney Sing It! High School Musical 3: Senior Year","PS2","2008","Misc","Disney Interactive Studios",0.09,0.02,0,0.34,0.45,NA,NA,"",NA,"",""
"Dr. Mario 64","N64","2001","Puzzle","Nintendo",0.34,0.07,0,0,0.42,NA,NA,"",NA,"",""
"Need For Speed: Undercover","X360","2008","Racing","Electronic Arts",0.79,0.7,0.01,0.18,1.68,64,62,"5.9",104,"EA Vancouver","T"
"NBA Jam","XB","2003","Sports","Acclaim Entertainment",0.1,0.03,0,0,0.14,68,17,"9.1",7,"Acclaim","E"
"Yu-Gi-Oh! Destiny Board Traveler","GBA","2004","Misc","Konami Digital Entertainment",0.32,0.12,0,0.01,0.45,NA,NA,"",NA,"",""
"Gran Turismo 5","PS3","2010","Racing","Sony Computer Entertainment",2.96,4.82,0.81,2.11,10.7,84,82,"7.5",1112,"Polyphony Digital","E"
"Record of Agarest War Zero","PS3","N/A","Strategy","Ghostlight",0.09,0,0.03,0.01,0.12,50,8,"6.7",37,"Compile Heart","T"
"International Superstar Soccer Deluxe","SNES","1995","Sports","Konami Digital Entertainment",0,0,0.16,0,0.16,NA,NA,"",NA,"",""
"Blue Roses: Yousei to Aoi Hitomi no Senshitachi","PSP","2010","Adventure","Nippon Ichi Software",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Wave Race 64","N64","1996","Racing","Nintendo",1.98,0.58,0.34,0.04,2.94,NA,NA,"",NA,"",""
"Monster Jam: Path of Destruction","X360","2010","Racing","Activision",0.11,0,0,0.01,0.12,NA,NA,"5",4,"Virtuos","E"
"Dance Dance Revolution: Hottest Party 3","Wii","2009","Simulation","Konami Digital Entertainment",0.26,0.14,0,0.04,0.44,66,5,"8.2",5,"Konami","E10+"
"Legacy of Kain: Soul Reaver","PS","N/A","Action","Eidos Interactive",0.58,0.4,0,0.07,1.04,91,17,"9",132,"Crystal Dynamics","T"
"Sly Cooper and the Thievius Raccoonus","PS2","2002","Platform","Sony Computer Entertainment",1.03,0.14,0,0.04,1.21,86,41,"8.6",184,"Sucker Punch","E"
"Cosmos Chaos!","DS","2010","Misc","Mentor Interactive",0.06,0,0,0,0.06,NA,NA,"",NA,"",""
"Asteroids","2600","1980","Shooter","Atari",4,0.26,0,0.05,4.31,NA,NA,"",NA,"",""
"Dance Dance Revolution: Hottest Party","Wii","2007","Simulation","Konami Digital Entertainment",1.35,0.52,0,0.19,2.07,73,16,"7.1",27,"Konami","E10+"
"July","DC","1998","Adventure","Fortyfive",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Monster Truck Madness 64","N64","1999","Racing","Take-Two Interactive",0.24,0.06,0,0,0.3,NA,NA,"",NA,"",""
"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu","PS3","2012","Action","Sega",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Alien: Isolation","X360","2014","Shooter","Sega",0.15,0.1,0,0.02,0.28,NA,NA,"8.2",113,"Creative Assembly","M"
"Medal of Honor: European Assault (weekly JP sales)","PS2","2005","Shooter","Electronic Arts",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Halo: The Master Chief Collection","XOne","2014","Shooter","Microsoft Game Studios",1.91,1,0.03,0.29,3.23,85,69,"7.2",1267,"343 Industries","M"
"Spawn: Armageddon","XB","2003","Action","Electronic Arts",0.13,0.04,0,0.01,0.17,57,27,"9.2",5,"Point of View","M"
"The Tale of Despereaux","Wii","2008","Platform","Brash Entertainment",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Brash Entertainment","E10+"
"Earth Defense Force 2025","X360","2013","Shooter","D3Publisher",0.06,0.03,0.05,0.01,0.15,68,25,"8.1",63,"Sandlot","M"
"SpongeBob SquarePants: Lights, Camera, Pants!","PS2","2005","Misc","THQ",0.37,0.01,0,0.06,0.44,NA,NA,"",NA,"",""
"Test Drive Unlimited","X360","2006","Racing","Atari",0.23,0.04,0.02,0.02,0.32,82,69,"8",86,"Eden Studios","E10+"
"Neopets Puzzle Adventure","DS","2008","Puzzle","Capcom",0.26,0,0,0.02,0.29,70,12,"tbd",NA,"Infinite Interactive","E"
"Soldier of Fortune II: Double Helix","XB","2003","Shooter","Activision",0.17,0.05,0,0.01,0.23,61,26,"6.5",13,"Gratuitous Games","M"
"Stronghold 2 Deluxe","PC","2005","Strategy","Take-Two Interactive",0,0.02,0,0,0.02,NA,NA,"",NA,"",""
"Chaos;Child","PSV","2015","Adventure","5pb",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Tokyo Beat Down","DS","2008","Action","Success",0.06,0,0,0,0.07,56,23,"tbd",NA,"Success","T"
"Super Famista 4","SNES","1995","Sports","Namco Bandai Games",0,0,0.42,0,0.42,NA,NA,"",NA,"",""
"SD Gundam GNext","SNES","1995","Strategy","Namco Bandai Games",0,0,0.2,0,0.2,NA,NA,"",NA,"",""
"NBA 2K11","PS2","2010","Action","Take-Two Interactive",0.34,0.01,0,0.06,0.41,NA,NA,"tbd",NA,"Visual Concepts","E"
"Transformers: Devastation","X360","2015","Action","Activision",0.06,0.01,0,0.01,0.08,NA,NA,"8.4",25,"PlatinumGames","T"
"Hitman (2016)","PS4","2016","Action","Square Enix",0,0.04,0,0.01,0.05,NA,NA,"",NA,"",""
"Shadow Tower","PS","1998","Role-Playing","From Software",0.01,0.01,0.07,0.01,0.1,NA,NA,"",NA,"",""
"SRS: Street Racing Syndicate","XB","2004","Racing","Namco Bandai Games",0.18,0.05,0,0.01,0.24,NA,NA,"",NA,"",""
"Ginga Fukei Densetsu: Sapphire","TG16","1995","Shooter","Hudson Soft",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Shrek SuperSlam","PS2","2005","Action","Activision",0.24,0.19,0,0.06,0.5,67,21,"9",26,"Shaba Games","E10+"
"Karaoke Revolution Presents American Idol Encore 2","PS3","2008","Misc","Konami Digital Entertainment",0.11,0,0,0.01,0.11,NA,NA,"tbd",NA,"Blitz Games","E10+"
"2 Games in 1: Sonic Pinball Party & Columns Crown","GBA","2005","Misc","Sega",0.04,0.02,0,0,0.06,NA,NA,"",NA,"",""
"Transformers: Devastation","PS3","2015","Action","Activision",0.03,0.04,0,0.01,0.08,NA,NA,"7.1",17,"PlatinumGames","T"
"Namco Museum Battle Collection","PSP","2005","Misc","Sony Computer Entertainment",0.75,0.18,0,0.16,1.08,73,28,"7.2",9,"TOSE","E10+"
"Cabela's Outdoor Adventures","XB","2005","Sports","Zoo Digital Publishing",0.08,0.02,0,0,0.1,NA,NA,"tbd",NA,"FUN Labs","T"
"Persona 5","PS4","2016","Role-Playing","Atlus",0,0,0.37,0,0.37,NA,NA,"",NA,"Atlus",""
"Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia","DS","2010","Strategy","Konami Digital Entertainment",0.18,0.01,0.09,0.02,0.31,NA,NA,"",NA,"",""
"Period Cube: Torikago no Amadeus","PSV","2016","Action","Idea Factory",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"NHL 09","PS2","2008","Sports","Electronic Arts",0.07,0.06,0,0.02,0.15,NA,NA,"7.6",7,"EA Canada","E10+"
"G.I. Joe: The Rise of Cobra","Wii","2009","Action","Electronic Arts",0.17,0.03,0,0.02,0.22,51,11,"tbd",NA,"Double Helix Games","T"
"You Don't Know Jack","PC","1995","Misc","Vivendi Games",0.02,0,0,0,0.02,NA,NA,"",NA,"",""
"World Series of Poker","PSP","2005","Misc","Activision",0.19,0,0,0.02,0.21,37,6,"6.4",20,"Activision","E10+"
"Harry Potter and the Half-Blood Prince","PS2","2009","Action","Electronic Arts",0.13,0.07,0,0.44,0.64,NA,NA,"8.3",13,"EA Bright Light","E10+"
"San-X Character Channel: All-Star Daishuugou!","DS","2008","Action","MTO",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"QuickSpot","DS","2006","Misc","Namco Bandai Games",0.01,0,0.13,0,0.14,68,18,"tbd",NA,"Namco","E10+"
"Klonoa Beach Volleyball","PS","2002","Sports","Namco Bandai Games",0.03,0.02,0,0,0.06,NA,NA,"",NA,"",""
"Gakuen Alice: WakuWaku * Happy Friends","DS","2007","Adventure","Kids Station",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Jikkyou Powerful Pro Yakyuu 2000 Ketteiban","PS","2000","Sports","Konami Digital Entertainment",0,0,0.08,0.01,0.09,NA,NA,"",NA,"",""
"Karaoke Joysound Wii","Wii","2008","Misc","Hudson Soft",0,0,0.25,0,0.25,NA,NA,"tbd",NA,"Hudson","E10+"
"Scooby-Doo! Unmasked","PS2","2005","Platform","THQ",0.12,0.1,0,0.03,0.25,NA,NA,"",NA,"",""
"GRID","X360","2008","Racing","Codemasters",0.33,0.44,0.01,0.09,0.87,87,62,"7.9",131,"Codemasters","E"
"Wild ARMs 3","PS2","2002","Role-Playing","Ubisoft",0.16,0.13,0.29,0.04,0.62,78,30,"8.4",38,"Media Vision, Contrail","T"
"TimeSplitters 2","XB","2002","Shooter","Eidos Interactive",0.29,0.33,0,0.01,0.64,88,20,"7.7",34,"Free Radical Design","T"
"Avatar: The Last Airbender - The Burning Earth","Wii","2007","Action","THQ",0.23,0,0,0.02,0.25,NA,NA,"",NA,"",""
"Mario Golf","GB","1999","Action","Nintendo",0,0,0.31,0,0.31,NA,NA,"",NA,"",""
"Amnesia","PSP","2011","Adventure","Idea Factory",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Pac-Man Player's Choice Bundle","GC","2003","Misc","Namco Bandai Games",0.48,0.12,0,0.02,0.62,NA,NA,"",NA,"",""
"Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem","DS","2007","Racing","Zoo Digital Publishing",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"Scene It? Twilight","Wii","2009","Misc","Konami Digital Entertainment",0.16,0.07,0,0.02,0.26,49,5,"tbd",NA,"Artificial Mind and Movement","T"
"Karaoke Revolution Glee","Wii","2010","Misc","Konami Digital Entertainment",0.51,0.24,0,0.07,0.82,NA,NA,"tbd",NA,"Konami","T"
"Style Lab: Jewelry Design","DS","2009","Simulation","Ubisoft",0.3,0,0,0.02,0.32,NA,NA,"tbd",NA,"Ubisoft","E"
"X-Men Legends II: Rise of Apocalypse","PSP","2005","Role-Playing","Activision",0.25,0.01,0,0.02,0.29,84,30,"8.2",43,"Vicarious Visions","T"
"Cabela's Outdoor Adventures (2009)","PS3","2009","Sports","Activision Value",0.21,0,0,0.02,0.23,NA,NA,"tbd",NA,"FUN Labs","T"
"Aladdin Magic Racer","Wii","2011","Racing","Big Ben Interactive",0.01,0,0,0,0.01,NA,NA,"",NA,"Bigben Interactive, Red Wagon Games","E"
"Skylanders: Spyro's Adventure","PC","2011","Action","Activision",0.05,0.03,0,0.01,0.1,NA,NA,"3.5",15,"Toys for Bob","E10+"
"Wangan Midnight Portable","PSP","2007","Racing","Genki",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"GunParade Orchestra: Shiro no Shou","PS2","2006","Adventure","Sony Computer Entertainment",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Stacked with Daniel Negreanu","XB","2006","Misc","Myelin Media",0.02,0.01,0,0,0.03,61,20,"tbd",NA,"5000ft","T"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8","PS3","2016","Misc","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"White Knight Chronicles II","PS3","2010","Role-Playing","Sony Computer Entertainment",0.23,0.09,0.27,0.04,0.63,60,45,"7.1",64,"Level 5","T"
"Petz Pony: Beauty Pageant","DS","2009","Simulation","Ubisoft",0.18,0,0,0.01,0.19,NA,NA,"tbd",NA,"HotGen","E"
"NHL 2002","XB","2001","Sports","Electronic Arts",0.2,0.06,0,0.01,0.27,89,17,"8.8",5,"EA Sports","E"
"Junior Brain Trainer 2","DS","2010","Misc","GSP",0.04,0.2,0,0.03,0.28,NA,NA,"tbd",NA,"Sanuk Games","E"
"LEGO Batman: The Videogame","Wii","N/A","Action","Warner Bros. Interactive Entertainment",1.8,0.97,0,0.29,3.06,74,17,"7.9",22,"Traveller's Tales","E10+"
"Rule of Rose","PS2","2006","Action","505 Games",0.01,0.01,0,0,0.02,59,44,"8.6",51,"Punchline, Shirogumi","M"
"Littlest Pet Shop: Country Friends","DS","2009","Simulation","Electronic Arts",0.23,0,0,0.02,0.25,NA,NA,"tbd",NA,"Electronic Arts","E"
"NHL 09","PC","2008","Sports","Electronic Arts",0,0.02,0,0,0.02,62,6,"4.1",30,"EA Canada","E10+"
"Spider-Man: Shattered Dimensions","PS3","2010","Action","Activision",0.26,0.12,0,0.05,0.44,74,57,"7.5",96,"Beenox","T"
"Pursuit Force","PSP","2005","Racing","Sony Computer Entertainment",0.14,0.01,0,0.01,0.16,75,59,"7.8",26,"Bigbig Studios","T"
"Moe Moe 2-ji Taisen (Ryoku) * Deluxe","PSP","2008","Adventure","System Soft",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Dragon Ball Heroes: Ultimate Mission","3DS","2013","Misc","Namco Bandai Games",0,0,0.29,0,0.29,NA,NA,"",NA,"",""
"NBA 2K7","PS3","2006","Sports","Take-Two Interactive",0.3,0.04,0,0.03,0.37,80,20,"7.4",8,"Visual Concepts","E"
"Killzone: Shadow Fall","PS4","2013","Shooter","Sony Computer Entertainment",0.89,1.33,0.08,0.39,2.69,73,88,"6.8",2102,"Guerrilla","M"
"Alien Hominid","GC","2004","Shooter","O3 Entertainment",0.07,0.02,0,0,0.09,78,28,"8.5",15,"The Behemoth","T"
"Capcom Digital Collection","X360","2012","Action","Capcom",0.02,0.01,0,0,0.02,65,11,"5.3",4,"Capcom","T"
"Frogger","2600","1981","Action","Parker Bros.",2.06,0.12,0,0.02,2.2,NA,NA,"",NA,"",""
"Time Crisis 3","PS2","2003","Shooter","Namco Bandai Games",0.3,0.23,0,0.08,0.61,81,29,"8.1",12,"Namco","T"
"Shin Lucky * Star: Moe Drill ~Tabidachi~","DS","2007","Action","Kadokawa Shoten",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Far Cry 3","PC","2012","Shooter","Ubisoft",0.22,0.62,0,0.12,0.96,88,43,"8.2",3183,"Ubisoft Montreal","M"
"Dungeon Travelers 2: The Royal Library & The Monster Seal","PSP","2013","Role-Playing","Aqua Plus",0,0,0.08,0,0.08,NA,NA,"",NA,"",""
"Seisou no Amazones","3DS","2013","Role-Playing","Arc System Works",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Daikaijuu Battle: Ultra Coliseum","Wii","2008","Fighting","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Wild Earth: African Safari","Wii","2008","Simulation","Majesco Entertainment",0.1,0.02,0,0.01,0.12,60,7,"tbd",NA,"Super X Studios","E"
"Robocalypse","DS","2008","Strategy","Tecmo Koei",0.07,0,0,0.01,0.07,78,15,"8.6",18,"Vogster","E10+"
"Arcania: Gothic 4","PC","2010","Role-Playing","JoWood Productions",0.09,0.08,0,0.02,0.19,63,25,"4.4",307,"Spellbound","T"
"Marvel Super Heroes","SAT","1997","Fighting","Capcom",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Grand Theft Auto IV","X360","2008","Action","Take-Two Interactive",6.76,3.07,0.14,1.03,11.01,98,86,"7.9",2951,"Rockstar North","M"
"Akiba's Trip","PSP","2011","Adventure","Acquire",0,0,0.14,0,0.14,NA,NA,"",NA,"",""
"Drift King Shutokou Battle '94","SNES","1994","Racing","BPS",0,0,0.2,0,0.2,NA,NA,"",NA,"",""
"Off Road Challenge","N64","1998","Racing","GT Interactive",0.27,0.06,0,0,0.34,NA,NA,"",NA,"",""
"BeatMania IIDX 16: Empress + Premium Best","PS2","2009","Simulation","Konami Digital Entertainment",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Trigger Man","GC","2004","Shooter","Crave Entertainment",0.01,0,0,0,0.02,NA,NA,"tbd",NA,"Point of View","T"
"Castlevania Double Pack","GBA","2006","Platform","Konami Digital Entertainment",0.07,0.03,0,0,0.1,86,4,"8.4",12,"KCET","T"
"Tales of Destiny","PS2","2006","Role-Playing","Namco Bandai Games",0,0,0.52,0,0.52,NA,NA,"",NA,"",""
"Turok: Dinosaur Hunter","N64","1997","Shooter","Acclaim Entertainment",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Mega Man Xtreme 2","GB","2001","Platform","Capcom",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Transformers: Fall of Cybertron","PC","2012","Action","Activision",0.01,0,0,0,0.01,78,13,"7.9",121,"High Moon Studios, Mercenary Technologies","T"
"Persona","PS","1995","Role-Playing","Atlus",0,0,0.42,0.03,0.45,NA,NA,"",NA,"",""
"The Flintstones: Big Trouble in Bedrock","GBA","2001","Platform","Swing! Entertainment",0.02,0.01,0,0,0.03,NA,NA,"",NA,"",""
"Fairy Fencer F","PS3","2013","Role-Playing","Nippon Ichi Software",0.05,0.03,0.09,0.02,0.19,65,31,"7.4",50,"Compile Heart","T"
"ESPN Extreme Games","PS","1994","Sports","Sony Computer Entertainment",0.11,0.08,0.17,0.03,0.38,NA,NA,"",NA,"",""
"DS Bungaku Zenshuu","DS","2007","Misc","Nintendo",0,0,0.26,0,0.26,NA,NA,"",NA,"",""
"Tron 2.0: Killer App","GBA","2004","Action","Disney Interactive Studios",0.04,0.02,0,0,0.06,68,16,"tbd",NA,"Digital Eclipse","E"
"Max Payne","XB","2001","Shooter","Take-Two Interactive",0.98,0.19,0,0.05,1.22,89,24,"8.3",61,"neo Software","M"
"Cradle of Rome","DS","2008","Puzzle","Rising Star Games",0.05,0.15,0,0.03,0.24,63,20,"tbd",NA,"Cerasus Media","E"
"Derby Jockey 2","SNES","1995","Sports","Asmik Corp",0,0,0.1,0,0.1,NA,NA,"",NA,"",""
"The Urbz: Sims in the City","GC","2004","Simulation","Electronic Arts",0.24,0.14,0,0.02,0.4,73,19,"8.4",16,"Maxis","T"
"WWE 2K17","PS4","2016","Sports","Take-Two Interactive",0.17,0.34,0,0.09,0.6,69,50,"6.9",88,"Yuke's","T"
"Call of Duty: Black Ops II","X360","2012","Shooter","Activision",8.25,4.24,0.07,1.12,13.67,83,73,"4.8",2256,"Treyarch","M"
"Bad Boys: Miami Takedown","PS2","2004","Shooter","Empire Interactive",0.56,0.44,0,0.15,1.15,43,5,"3.4",13,"Blitz Games","M"
"BlazBlue: Calamity Trigger","PS3","2009","Fighting","PQube",0.36,0.1,0.06,0.06,0.57,87,50,"8.4",112,"Arc System Works","T"
"Project CARS","PS4","2015","Racing","Slightly Mad Studios",0.2,0.7,0.02,0.16,1.09,83,37,"6.6",363,"Slightly Mad Studios","E"
"Rugby 15","XOne","2015","Sports","Bigben Interactive",0.03,0.05,0,0.01,0.09,20,4,"3.1",30,"HB Studios Multimedia","E"
"Real Heroes: Firefighter","Wii","2009","Action","Rondomedia",0.56,0.04,0,0.05,0.64,67,18,"8.2",10,"Epicenter Studios","E10+"
